age	workclass	fnlwgt	education	education-num	marital-status	occupation	relationship	race	sex	capital-gain	capital-loss	hours-per-week	native-country	y
52.000000	Private	98588.000000	HS-grad	9.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
47.000000	Self-emp-not-inc	237731.000000	HS-grad	9.000000	Married-civ-spouse	Farming-fishing	Husband	White	Male	2829.000000	0.000000	65.000000	United-States	<=50K
27.000000	Private	404421.000000	Some-college	10.000000	Never-married	Handlers-cleaners	Not-in-family	Black	Male	0.000000	0.000000	40.000000	United-States	<=50K
33.000000	Self-emp-not-inc	134886.000000	Bachelors	13.000000	Married-civ-spouse	Prof-specialty	Wife	White	Female	0.000000	0.000000	50.000000	United-States	>50K
90.000000	?	175444.000000	7th-8th	4.000000	Separated	?	Not-in-family	White	Female	0.000000	0.000000	15.000000	United-States	<=50K
36.000000	Private	329980.000000	Bachelors	13.000000	Never-married	Exec-managerial	Not-in-family	White	Male	27828.000000	0.000000	40.000000	United-States	>50K
28.000000	Private	277746.000000	10th	6.000000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
61.000000	Self-emp-not-inc	243493.000000	HS-grad	9.000000	Married-civ-spouse	Other-service	Husband	Black	Male	0.000000	0.000000	12.000000	United-States	<=50K
84.000000	Private	388384.000000	7th-8th	4.000000	Married-civ-spouse	Prof-specialty	Husband	Black	Male	0.000000	0.000000	10.000000	United-States	<=50K
28.000000	Local-gov	207213.000000	Assoc-acdm	12.000000	Never-married	Craft-repair	Own-child	White	Male	0.000000	0.000000	5.000000	United-States	<=50K
29.000000	Private	82910.000000	Some-college	10.000000	Married-civ-spouse	Transport-moving	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
60.000000	Private	532845.000000	1st-4th	2.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	40.000000	Mexico	>50K
