<code></code>type	text
children	said the Story Girl seeing that I was too modest to say it myself Aren't you going to have a story page? asked Peter We will if you'll be fiction and poetry editor I said Peter in his secret soul was dismayed but he would not blanch before Felicity All right he said recklessly We can put anything we like in the scrap book department I explained but all the other contributions must be original and all must have the name of the writer signed to them except the personals We must all do our best Our Magazine is to be 'a feast of reason and flow of soul ' I felt that I had worked in two quotations with striking effect The others with the exception of the Story Girl looked suitably impressed But said Cecily reproachfully haven't you anything for Sara Ray to do? She'll feel awful bad if she is left out I had forgotten Sara Ray Nobody except Cecily ever did remember Sara Ray unless she was on the spot But we decided to put her in as advertising manager That sounded well and really meant very little Well we'll go ahead then I said with a sigh of relief that the project had been so easily launched We'll get the first issue out about the first of January And whatever else we do we mustn't let Uncle Roger get hold of it He'd make such fearful fun of it I hope we can make a success of it said Peter moodily He had been moody ever since he was entrapped into being fiction editor It will be a success if we are determined to succeed I said 'Where there is a will there is always a way ' That's just what Ursula Townley said when her father locked her in her room the night she was going to run away with Kenneth MacNair said the Story Girl We pricked up our ears scenting a story Who were Ursula Townley and Kenneth MacNair? I asked Kenneth MacNair was a first cousin of the Awkward Man's grandfather and Ursula Townley was the belle of the Island in her day Who do you suppose told me the story--no read it to me out of his brown book? Never the Awkward Man himself! I exclaimed incredulously Yes he did said the Story Girl triumphantly I met him one day last week back in the maple woods when I was looking for ferns He was sitting by the spring writing in his brown book He hid it when he saw me and looked real silly; but after I had talked to him awhile I just asked him about it and told him that the gossips said he wrote poetry in it and if he did would he tell me because I was dying to know He said he wrote a little of everything in it; and then I begged him to read me something out of it and he read me the story of Ursula and Kenneth I don't see how you ever had the face said Felicity; and even Cecily looked as if she thought the Story Girl had gone rather far Never mind that cried Felix but tell us the story That's the main thing I'll tell it just as the Awkward Man read it as far as I can said the Story Girl but I can't put all his nice poetical touches in because I can't remember them all though he read it over twice for me CHAPTER II A WILL A WAY AND A WOMAN One day over a hundred years ago Ursula Townley was waiting for Kenneth MacNair in a great beechwood where brown nuts were falling and an October wind was making the leaves dance on the ground like pixy-people What are pixy-people? demanded Peter forgetting the Story Girl's dislike of interruptions Hush whispered Cecily That is only one of the Awkward Man's poetical touches I guess There were cultivated fields between the grove and the dark blue gulf; but far behind and on each side were woods for Prince Edward Island a hundred years ago was not what it is today The
children	spirit quailed Old Hugh had really nothing against Kenneth himself; but years before either Kenneth or Ursula was born Kenneth's father had beaten Hugh Townley in a hotly contested election Political feeling ran high in those days and old Hugh had never forgiven the MacNair his victory The feud between the families dated from that tempest in the provincial teapot and the surplus of votes on the wrong side was the reason why thirty years after Ursula had to meet her lover by stealth if she met him at all Was the MacNair a Conservative or a Grit? asked Felicity It doesn't make any difference what he was said the Story Girl impatiently Even a Tory would be romantic a hundred years ago Well Ursula couldn't see Kenneth very often for Kenneth lived fifteen miles away and was often absent from home in his vessel On this particular day it was nearly three months since they had met The Sunday before young Sandy MacNair had been in Carlyle church He had risen at dawn that morning walked bare-footed for eight miles along the shore carrying his shoes hired a harbour fisherman to row him over the channel and then walked eight miles more to the church at Carlyle less it is to be feared from a zeal for holy things than that he might do an errand for his adored brother Kenneth He carried a letter which he contrived to pass into Ursula's hand in the crowd as the people came out This letter asked Ursula to meet Kenneth in the beechwood the next afternoon and so she stole away there when suspicious father and watchful stepmother thought she was spinning in the granary loft It was very wrong of her to deceive her parents said Felicity primly The Story Girl couldn't deny this so she evaded the ethical side of the question skilfully I am not telling you what Ursula Townley ought to have done she said loftily I am only telling you what she DID do If you don't want to hear it you needn't listen of course There wouldn't be many stories to tell if nobody ever did anything she shouldn't do Well when Kenneth came the meeting was just what might have been expected between two lovers who had taken their last kiss three months before So it was a good half-hour before Ursula said 'Oh Kenneth I cannot stay long--I shall be missed You said in your letter that you had something important to talk of What is it?' 'My news is this Ursula Next Saturday morning my vessel The Fair Lady with her captain on board sails at dawn from Charlottetown harbour bound for Buenos Ayres At this season this means a safe and sure return--next May ' 'Kenneth!' cried Ursula She turned pale and burst into tears 'How can you think of leaving me? Oh you are cruel!' 'Why no sweetheart ' laughed Kenneth 'The captain of The Fair Lady will take his bride with him We'll spend our honeymoon on the high seas Ursula and the cold Canadian winter under southern palms ' 'You want me to run away with you Kenneth?' exclaimed Ursula 'Indeed dear girl there's nothing else to do!' 'Oh I cannot!' she protested 'My father would--' 'We'll not consult him--until afterward Come Ursula you know there's no other way We've always known it must come to this YOUR father will never forgive me for MY father You won't fail me now Think of the long parting if you send me away alone on such a voyage Pluck up your courage and we'll let Townleys and MacNairs whistle their mouldy feuds down the wind while we sail southward in The Fair Lady I have a plan ' 'Let me hear it ' said Ursula beginning to get back her breath 'There is to be a dance at The Springs Friday night Are you invited Ursula?' 'Yes ' 'Good I am not--but I shall be there--in the fir grove behind the house with two horses When the dancing is at its height you'll steal out to meet me Then 'tis but a fifteen mile ride to Charlottetown where a good minister who is a friend of mine will be ready to marry us By the time the dancers have tired their heels you and I will be on our vessel able to snap our fingers at fate ' 'And what if I do not meet you in the fir grove?' said Ursula a little impertinently 'If you do not I'll sail for South America the next morning and many a long year will pass ere Kenneth MacNair comes home again '
children	that same Ursula but that kind didn't all die out a hundred years ago And she had good reason for being vain She wore the sea- green silk which had been brought out from England a year before and worn but once--at the Christmas ball at Government House A fine stiff rustling silk it was and over it shone Ursula's crimson cheeks and gleaming eyes and masses of nut brown hair As she turned from the glass she heard her father's voice below loud and angry Growing very pale she ran out into the hall Her father was already half way upstairs his face red with fury In the hall below Ursula saw her step-mother looking troubled and vexed At the door stood Malcolm Ramsay a homely neighbour youth who had been courting Ursula in his clumsy way ever since she grew up Ursula had always hated him 'Ursula!' shouted old Hugh 'come here and tell this scoundrel he lies He says that you met Kenneth MacNair in the beechgrove last Tuesday Tell him he lies! Tell him he lies!' Ursula was no coward She looked scornfully at poor Ramsay 'The creature is a spy and a tale-bearer ' she said 'but in this he does not lie I DID meet Kenneth MacNair last Tuesday ' 'And you dare to tell me this to my face!' roared old Hugh 'Back to your room girl! Back to your room and stay there! Take off that finery You go to no more dances You shall stay in that room until I choose to let you out No not a word! I'll put you there if you don't go In with you--ay and take your knitting with you Occupy yourself with that this evening instead of kicking your heels at The Springs!' He snatched a roll of gray stocking from the hall table and flung it into Ursula's room Ursula knew she would have to follow it or be picked up and carried in like a naughty child So she gave the miserable Ramsay a look that made him cringe and swept into her room with her head in the air The next moment she heard the door locked behind her Her first proceeding was to have a cry of anger and shame and disappointment That did no good and then she took to marching up and down her room It did not calm her to hear the rumble of the carriage out of the gate as her uncle and aunt departed 'Oh what's to be done?' she sobbed 'Kenneth will be furious He will think I have failed him and he will go away hot with anger against me If I could only send a word of explanation I know he would not leave me But there seems to be no way at all--though I have heard that there's always a way when there's a will Oh I shall go mad! If the window were not so high I would jump out of it But to break my legs or my neck would not mend the matter ' The afternoon passed on At sunset Ursula heard hoof-beats and ran to the window Andrew Kinnear of The Springs was tying his horse at the door He was a dashing young fellow and a political crony of old Hugh No doubt he would be at the dance that night Oh if she could get speech for but a moment with him! When he had gone into the house Ursula turning impatiently from the window tripped and almost fell over the big ball of homespun yarn her father had flung on the floor For a moment she gazed at it resentfully--then with a gay little laugh she pounced on it The next moment she was at her table writing a brief note to Kenneth MacNair When it was written Ursula unwound the gray ball to a considerable depth pinned the note on it and rewound the yarn over it A gray ball the color of the twilight might escape observation where a white missive fluttering down from an upper window would surely be seen by someone Then she softly opened her window and waited It was dusk when Andrew went away Fortunately old Hugh did not come to the door with him As Andrew untied his horse Ursula threw the ball with such good aim that it struck him as she had meant it to do squarely on the head Andrew looked up at her window She leaned out put her finger warningly on her lips pointed to the ball and nodded Andrew looking somewhat puzzled picked up the ball sprang to his saddle and galloped off So far well thought Ursula But would Andrew understand? Would he have wit enough to think of exploring the big knobby ball for its delicate secret? And would he be at the dance after all? The evening dragged by Time had never seemed so long to Ursula She could not rest or sleep It was midnight before she heard the patter of a handful of gravel on her window-panes In a trice she was leaning out Below in the darkness stood Kenneth MacNair 'Oh Kenneth did you get my letter? And is it safe for you to be here?' 'Safe enough Your father is in bed I've waited two hours down the road for his light to go out and an extra half-hour to put him to sleep The horses are there Slip down and out Ursula We'll make Charlottetown by dawn yet ' 'That's easier said than done lad I'm locked in But do you go out behind the new barn and bring the ladder you will find there ' Five minutes later Miss Ursula hooded and cloaked scrambled
children	It must be rather romantic to be run away with remarked Cecily wistfully Don't you get such silly notions in your head Cecily King said Felicity severely CHAPTER III THE CHRISTMAS HARP Great was the excitement in the houses of King as Christmas drew nigh The air was simply charged with secrets Everybody was very penurious for weeks beforehand and hoards were counted scrutinizingly every day Mysterious pieces of handiwork were smuggled in and out of sight and whispered consultations were held about which nobody thought of being jealous as might have happened at any other time Felicity was in her element for she and her mother were deep in preparations for the day Cecily and the Story Girl were excluded from these doings with indifference on Aunt Janet's part and what seemed ostentatious complacency on Felicity's Cecily took this to heart and complained to me about it I'm one of this family just as much as Felicity is she said with as much indignation as Cecily could feel and I don't think she need shut me out of everything When I wanted to stone the raisins for the mince-meat she said no she would do it herself because Christmas mince-meat was very particular--as if I couldn't stone raisins right! The airs Felicity puts on about her cooking just make me sick concluded Cecily wrathfully It's a pity she doesn't make a mistake in cooking once in a while herself I said Then maybe she wouldn't think she knew so much more than other people All parcels that came in the mail from distant friends were taken charge of by Aunts Janet and Olivia not to be opened until the great day of the feast itself How slowly the last week passed! But even watched pots will boil in the fulness of time and finally Christmas day came gray and dour and frost-bitten without but full of revelry and rose-red mirth within Uncle Roger and Aunt Olivia and the Story Girl came over early for the day; and Peter came too with his shining morning face to be hailed with joy for we had been afraid that Peter would not be able to spend Christmas with us His mother had wanted him home with her Of course I ought to go Peter had told me mournfully but we won't have turkey for dinner because ma can't afford it And ma always cries on holidays because she says they make her think of father Of course she can't help it but it ain't cheerful Aunt Jane wouldn't have cried Aunt Jane used to say she never saw the man who was worth spoiling her eyes for But I guess I'll have to spend Christmas at home At the last moment however a cousin of Mrs Craig's in Charlottetown invited her for Christmas and Peter being given his choice of going or staying joyfully elected to stay So we were all together except Sara Ray who had been invited but whose mother wouldn't let her come Sara Ray's mother is a nuisance snapped the Story Girl She just lives to make that poor child miserable and she won't let her go to the party tonight either It is just breaking Sara's heart that she can't said Cecily compassionately I'm almost afraid I won't enjoy myself for thinking of her home there alone most likely reading the Bible while we're at the party She might be worse occupied than reading the Bible said Felicity rebukingly But Mrs Ray makes her read it as a punishment protested Cecily Whenever Sara cries to go anywhere--and of course she'll cry tonight--Mrs Ray makes her read seven chapters in the Bible I wouldn't think that would make her very fond of it And I'll not be able to talk the party over with Sara afterwards--and that's half the fun gone You can tell her all about it comforted Felix Telling isn't a bit like talking it over retorted Cecily It's too one-sided We had an exciting time opening our presents Some of us had more than others but we all received enough to make us feel comfortably that we were not unduly neglected in the matter The contents of the box which the Story Girl's father had sent her from Paris made our eyes stick out It was full of beautiful things among them another red silk dress--not the bright flame- hued tint of her old one but a rich dark crimson with the most distracting flounces and bows and ruffles; and with it were little red satin slippers with gold buckles and heels that made Aunt Janet hold up her hands in horror Felicity remarked scornfully that she would have thought the Story Girl would get tired wearing
children	The Story Girl also got a present from the Awkward Man--a little shabby worn volume with a great many marks on the leaves Why it isn't new--it's an old book! exclaimed Felicity I didn't think the Awkward Man was mean whatever else he was Oh you don't understand Felicity said the Story Girl patiently And I don't suppose I can make you understand But I'll try I'd ten times rather have this than a new book It's one of his own don't you see--one that he has read a hundred times and loved and made a friend of A new book just out of a shop wouldn't be the same thing at all It wouldn't MEAN anything I consider it a great compliment that he has given me this book I'm prouder of it than of anything else I've got Well you're welcome to it said Felicity I don't understand and I don't want to I wouldn't give anybody a Christmas present that wasn't new and I wouldn't thank anybody who gave me one Peter was in the seventh heaven because Felicity had given him a present--and moreover one that she had made herself It was a bookmark of perforated cardboard with a gorgeous red and yellow worsted goblet worked on it and below in green letters the solemn warning Touch Not The Cup As Peter was not addicted to habits of intemperance not even to looking on dandelion wine when it was pale yellow we did not exactly see why Felicity should have selected such a device But Peter was perfectly satisfied so nobody cast any blight on his happiness by carping criticism Later on Felicity told me she had worked the bookmark for him because his father used to drink before he ran away I thought Peter ought to be warned in time she said Even Pat had a ribbon of blue which he clawed off and lost half an hour after it was tied on him Pat did not care for vain adornments of the body We had a glorious Christmas dinner fit for the halls of Lucullus and ate far more than was good for us none daring to make us afraid on that one day of the year And in the evening--oh rapture and delight!--we went to Kitty Marr's party It was a fine December evening; the sharp air of morning had mellowed until it was as mild as autumn There had been no snow and the long fields sloping down from the homestead were brown and mellow A weird dreamy stillness had fallen on the purple earth the dark fir woods the valley rims the sere meadows Nature seemed to have folded satisfied hands to rest knowing that her long wintry slumber was coming upon her At first when the invitations to the party had come Aunt Janet had said we could not go; but Uncle Alec interceded in our favour perhaps influenced thereto by Cecily's wistful eyes If Uncle Alec had a favourite among his children it was Cecily and he had grown even more indulgent towards her of late Now and then I saw him looking at her intently and following his eyes and thought I had somehow seen that Cecily was paler and thinner than she had been in the summer and that her soft eyes seemed larger and that over her little face in moments of repose there was a certain languor and weariness that made it very sweet and pathetic And I heard him tell Aunt Janet that he did not like to see the child getting so much the look of her Aunt Felicity Cecily is perfectly well said Aunt Janet sharply She's only growing very fast Don't be foolish Alec But after that Cecily had cups of cream where the rest of us got only milk; and Aunt Janet was very particular to see that she had her rubbers on whenever she went out On this merry Christmas evening however no fears or dim foreshadowings of any coming event clouded our hearts or faces Cecily looked brighter and prettier than I had ever seen her with her softly shining eyes and the nut brown gloss of her hair Felicity was too beautiful for words; and even the Story Girl between excitement and the crimson silk array blossomed out with a charm and allurement more potent than any regular loveliness-- and this in spite of the fact that Aunt Olivia had tabooed the red satin slippers and mercilessly decreed that stout shoes should be worn I know just how you feel about it you daughter of Eve she said with gay sympathy but December roads are damp and if you are going to walk to Marrs' you are not going to do it in those frivolous Parisian concoctions even with overboots on; so be brave dear heart and show that you have a soul above little red satin shoes Anyhow said Uncle Roger that red silk dress will break the hearts of all the feminine small fry at the party You'd break their spirits too if you wore the slippers Don't do it Sara Leave them one wee loophole of enjoyment What does Uncle Roger mean? whispered Felicity He means you girls are all dying of jealousy because of the Story Girl's dress said Dan I am not of a jealous disposition said Felicity loftily and she's entirely welcome to the dress--with a complexion like that
children	Mighty and sonorous was the music above our heads as the winds of the night stirred the great boughs tossing athwart the starlit sky Perhaps it was that aeolian harmony which recalled to the Story Girl a legend of elder days I read such a pretty story in one of Aunt Olivia's books last night she said It was called 'The Christmas Harp ' Would you like to hear it? It seems to me it would just suit this part of the road There isn't anything about--about ghosts in it is there? said Cecily timidly Oh no I wouldn't tell a ghost story here for anything I'd frighten myself too much This story is about one of the shepherds who saw the angels on the first Christmas night He was just a youth and he loved music with all his heart and he longed to be able to express the melody that was in his soul But he could not; he had a harp and he often tried to play on it; but his clumsy fingers only made such discord that his companions laughed at him and mocked him and called him a madman because he would not give it up but would rather sit apart by himself with his arms about his harp looking up into the sky while they gathered around their fire and told tales to wile away their long night vigils as they watched their sheep on the hills But to him the thoughts that came out of the great silence were far sweeter than their mirth; and he never gave up the hope which sometimes left his lips as a prayer that some day he might be able to express those thoughts in music to the tired weary forgetful world On the first Christmas night he was out with his fellow shepherds on the hills It was chill and dark and all except him were glad to gather around the fire He sat as usual by himself with his harp on his knee and a great longing in his heart And there came a marvellous light in the sky and over the hills as if the darkness of the night had suddenly blossomed into a wonderful meadow of flowery flame; and all the shepherds saw the angels and heard them sing And as they sang the harp that the young shepherd held began to play softly by itself and as he listened to it he realized that it was playing the same music that the angels sang and that all his secret longings and aspirations and strivings were expressed in it From that night whenever he took the harp in his hands it played the same music; and he wandered all over the world carrying it; wherever the sound of its music was heard hate and discord fled away and peace and good-will reigned No one who heard it could think an evil thought; no one could feel hopeless or despairing or bitter or angry When a man had once heard that music it entered into his soul and heart and life and became a part of him for ever Years went by; the shepherd grew old and bent and feeble; but still he roamed over land and sea that his harp might carry the message of the Christmas night and the angel song to all mankind At last his strength failed him and he fell by the wayside in the darkness; but his harp played as his spirit passed; and it seemed to him that a Shining One stood by him with wonderful starry eyes and said to him 'Lo the music thy harp has played for so many years has been but the echo of the love and sympathy and purity and beauty in thine own soul; and if at any time in the wanderings thou hadst opened the door of that soul to evil or envy or selfishness thy harp would have ceased to play Now thy life is ended; but what thou hast given to mankind has no end; and as long as the world lasts so long will the heavenly music of the Christmas harp ring in the ears of men ' When the sun rose the old shepherd lay dead by the roadside with a smile on his face; and in his hands was a harp with all its strings broken We left the fir woods as the tale was ended and on the opposite hill was home A dim light in the kitchen window betokened that Aunt Janet had no idea of going to bed until all her young fry were safely housed for the night Ma's waiting up for us said Dan I'd laugh if she happened to go to the door just as Felicity and Peter were strutting up I guess she'll be cross It's nearly twelve Christmas will soon be over said Cecily with a sigh Hasn't it been a nice one? It's the first we've all spent together Do you suppose we'll ever spend another together? Lots of 'em said Dan cheerily Why not? Oh I don't know answered Cecily her footsteps lagging somewhat Only things seem just a little too pleasant to last If Willy Fraser had had as much spunk as Peter Miss Cecily King mightn't be so low spirited quoth Dan significantly Cecily tossed her head and disdained reply There are really some remarks a self-respecting young lady must ignore CHAPTER IV NEW YEAR RESOLUTIONS If we did not have a white Christmas we had a white New Year Midway between the two came a heavy snowfall It was winter in our orchard of old delights then --so truly winter that it was hard to believe summer had ever dwelt in it or that spring would
children	from choice and being sent home with her by your aunt or mother are two entirely different things and we thought Sara Ray ought to have sense enough to know it Outside there was a vivid rose of sunset behind the cold hills of fir and the long reaches of snowy fields glowed fairily pink in the western light The drifts along the edges of the meadows and down the lane looked as if a series of breaking waves had by the lifting of a magician's wand been suddenly transformed into marble even to their toppling curls of foam Slowly the splendour died giving place to the mystic beauty of a winter twilight when the moon is rising The hollow sky was a cup of blue The stars came out over the white glens and the earth was covered with a kingly carpet for the feet of the young year to press I'm so glad the snow came said the Story Girl If it hadn't the New Year would have seemed just as dingy and worn out as the old There's something very solemn about the idea of a New Year isn't there? Just think of three hundred and sixty-five whole days with not a thing happened in them yet I don't suppose anything very wonderful will happen in them said Felix pessimistically To Felix just then life was flat stale and unprofitable because it was his turn to go home with Sara Ray It makes me a little frightened to think of all that may happen in them said Cecily Miss Marwood says it is what we put into a year not what we get out of it that counts at last I'm always glad to see a New Year said the Story Girl I wish we could do as they do in Norway The whole family sits up until midnight and then just as the clock is striking twelve the father opens the door and welcomes the New Year in Isn't it a pretty custom? If ma would let us stay up till twelve we might do that too said Dan but she never will I call it mean If I ever have children I'll let them stay up to watch the New Year in said the Story Girl decidedly So will I said Peter but other nights they'll have to go to bed at seven You ought to be ashamed speaking of such things said Felicity with a scandalized face Peter shrank into the background abashed no doubt believing that he had broken some Family Guide precept all to pieces I didn't know it wasn't proper to mention children he muttered apologetically We ought to make some New Year resolutions suggested the Story Girl New Year's Eve is the time to make them I can't think of any resolutions I want to make said Felicity who was perfectly satisfied with herself I could suggest a few to you said Dan sarcastically There are so many I would like to make said Cecily that I'm afraid it wouldn't be any use trying to keep them all Well let's all make a few just for the fun of it and see if we can keep them I said And let's get paper and ink and write them out That will make them seem more solemn and binding And then pin them up on our bedroom walls where we'll see them every day suggested the Story Girl and every time we break a resolution we must put a cross opposite it That will show us what progress we are making as well as make us ashamed if we have too many crosses And let's have a Roll of Honour in Our Magazine suggested Felix and every month we'll publish the names of those who keep their resolutions perfect I think it's all nonsense said Felicity But she joined our circle around the table though she sat for a long time with a blank sheet before her Let's each make a resolution in turn I said I'll lead off And recalling with shame certain unpleasant differences of opinion I had lately had with Felicity I wrote down in my best hand I shall try to keep my temper always You'd better said Felicity tactfully It was Dan's turn next I can't think of anything to start with he said gnawing his penholder fiercely
children	What on earth do you want to give up eating apples for? asked Peter in astonishment Never mind returned Felix Apples make people fat you know said Felicity sweetly It seems a funny kind of resolution I said doubtfully I think our resolutions ought to be giving up wrong things or doing right ones You make your resolutions to suit yourself and I'll make mine to suit myself said Felix defiantly I shall never get drunk wrote Peter painstakingly But you never do said the Story Girl in astonishment Well it will be all the easier to keep the resolution argued Peter That isn't fair complained Dan If we all resolved not to do the things we never do we'd all be on the Roll of Honour You let Peter alone said Felicity severely It's a very good resolution and one everybody ought to make I shall not be jealous wrote the Story Girl But are you? I asked surprised The Story Girl coloured and nodded Of one thing she confessed but I'm not going to tell what it is I'm jealous sometimes too confessed Sara Ray and so my first resolution will be 'I shall try not to feel jealous when I hear the other girls in school describing all the sick spells they've had ' Goodness do you want to be sick? demanded Felix in astonishment It makes a person important explained Sara Ray I am going to try to improve my mind by reading good books and listening to older people wrote Cecily You got that out of the Sunday School paper cried Felicity It doesn't matter where I got it said Cecily with dignity The main thing is to keep it It's your turn Felicity I said Felicity tossed her beautiful golden head I told you I wasn't going to make any resolutions Go on yourself I shall always study my grammar lesson I wrote--I who loathed grammar with a deadly loathing I hate grammar too sighed Sara Ray It seems so unimportant Sara was rather fond of a big word but did not always get hold of the right one I rather suspected that in the above instance she really meant uninteresting I won't get mad at Felicity if I can help it wrote Dan I'm sure I never do anything to make you mad exclaimed Felicity I don't think it's polite to make resolutions about your sisters said Peter He can't keep it anyway scoffed Felicity He's got such an awful temper It's a family failing flashed Dan breaking his resolution ere the ink on it was dry There you go taunted Felicity I'll work all my arithmetic problems without any help scribbled Felix I wish I could resolve that too sighed Sara Ray but it wouldn't be any use I'd never be able to do those compound multiplication sums the teacher gives us to do at home every night if I didn't get Judy Pineau to help me Judy isn't a good reader and she can't spell AT ALL but you can't stick her in arithmetic as far as she went herself I feel sure concluded poor Sara in a hopeless tone that I'll NEVER be able to understand compound multiplication 'Multiplication is vexation Division is as bad
children	Markdale boys It was the day I was sitting up in the gallery Well I hope if you ever do the like again you won't do it in OUR pew said Felicity severely I ain't going to do it at all said Peter I felt sort of mean all the rest of the day I shall try not to be vexed when people interrupt me when I'm telling stories wrote the Story Girl but it will be hard she added with a sigh I never mind being interrupted said Felicity I shall try to be cheerful and smiling all the time wrote Cecily You are anyway said Sara Ray loyally I don't believe we ought to be cheerful ALL the time said the Story Girl The Bible says we ought to weep with those who weep But maybe it means that we're to weep cheerfully suggested Cecily Sorter as if you were thinking 'I'm very sorry for you but I'm mighty glad I'm not in the scrape too ' said Dan Dan don't be irreverent rebuked Felicity I know a story about old Mr and Mrs Davidson of Markdale said the Story Girl She was always smiling and it used to aggravate her husband so one day he said very crossly 'Old lady what ARE you grinning at?' 'Oh well Abiram everything's so bright and pleasant I've just got to smile ' Not long after there came a time when everything went wrong--the crop failed and their best cow died and Mrs Davidson had rheumatism; and finally Mr Davidson fell and broke his leg But still Mrs Davidson smiled 'What in the dickens are you grinning about now old lady?' he demanded 'Oh well Abiram ' she said 'everything is so dark and unpleasant I've just got to smile ' 'Well ' said the old man crossly 'I think you might give your face a rest sometimes ' I shall not talk gossip wrote Sara Ray with a satisfied air Oh don't you think that's a little TOO strict? asked Cecily anxiously Of course it's not right to talk MEAN gossip but the harmless kind doesn't hurt If I say to you that Emmy MacPhail is going to get a new fur collar this winter THAT is harmless gossip but if I say I don't see how Emmy MacPhail can afford a new fur collar when her father can't pay my father for the oats he got from him that would be MEAN gossip If I were you Sara I'd put MEAN gossip Sara consented to this amendment I will be polite to everybody was my third resolution which passed without comment I'll try not to use slang since Cecily doesn't like it wrote Dan I think some slang is real cute said Felicity The Family Guide says it's very vulgar grinned Dan Doesn't it Sara Stanley? Don't disturb me said the Story Girl dreamily I'm just thinking a beautiful thought I've thought of a resolution to make cried Felicity Mr Marwood said last Sunday we should always try to think beautiful thoughts and then our lives would be very beautiful So I shall resolve to think a beautiful thought every morning before breakfast Can you only manage one a day? queried Dan And why before breakfast? I asked Because it's easier to think on an empty stomach said Peter in all good faith But Felicity shot a furious glance at him I selected that time she explained with dignity because when I'm brushing my hair before my glass in the morning I'll see my resolution and remember it Mr Marwood meant that ALL our thoughts ought to be beautiful said the Story Girl If they were people wouldn't be afraid to say what they think They oughtn't to be afraid to anyhow said Felix stoutly I'm going to make a resolution to say just what I think always And do you expect to get through the year alive if you do? asked Dan
children	I s'pose you never said your prayers until we got you to go to church said Felicity--who had had no hand in inducing Peter to go to church but had stoutly opposed it as recorded in the first volume of our family history I did too said Peter Aunt Jane taught me to say my prayers Ma hadn't time being as father had run away; ma had to wash at night same as in day-time I shall learn to cook wrote the Story Girl frowning You'd better resolve not to make puddings of-- began Felicity then stopped as suddenly as if she had bitten off the rest of her sentence and swallowed it Cecily had nudged her so she had probably remembered the Story Girl's threat that she would never tell another story if she was ever twitted with the pudding she had made from sawdust But we all knew what Felicity had started to say and the Story Girl dealt her a most uncousinly glance I will not cry because mother won't starch my aprons wrote Sara Ray Better resolve not to cry about anything said Dan kindly Sara Ray shook her head forlornly That would be too hard to keep There are times when I HAVE to cry It's a relief Not to the folks who have to hear you muttered Dan aside to Cecily Oh hush whispered Cecily back Don't go and hurt her feelings the last night of the old year Is it my turn again? Well I'll resolve not to worry because my hair is not curly But oh I'll never be able to help wishing it was Why don't you curl it as you used to do then? asked Dan You know very well that I've never put my hair up in curl papers since the time Peter was dying of the measles said Cecily reproachfully I resolved then I wouldn't because I wasn't sure it was quite right I will keep my finger-nails neat and clean I wrote There that's four resolutions I'm not going to make any more Four's enough I shall always think twice before I speak wrote Felix That's an awful waste of time commented Dan but I guess you'll need to if you're always going to say what you think I'm going to stop with three said Peter I will have all the good times I can wrote the Story Girl THAT'S what I call sensible said Dan It's a very easy resolution to keep anyhow commented Felix I shall try to like reading the Bible wrote Sara Ray You ought to like reading the Bible without trying to exclaimed Felicity If you had to read seven chapters of it every time you were naughty I don't believe you would like it either retorted Sara Ray with a flash of spirit I shall try to believe only half of what I hear was Cecily's concluding resolution But which half? scoffed Dan The best half said sweet Cecily simply I'll try to obey mother ALWAYS wrote Sara Ray with a tremendous sigh as if she fully realized the difficulty of keeping such a resolution And that's all I'm going to make Felicity has only made one said the Story Girl I think it better to make just one and keep it than make a lot and break them said Felicity loftily She had the last word on the subject for it was time for Sara Ray to go and our circle broke up Sara and Felix departed and we watched them down the lane in the moonlight--Sara walking demurely in one runner track and Felix stalking grimly along in the other I fear the romantic beauty of that silver shining night was entirely thrown away on my mischievous brother And it was as I remember it a most exquisite night--a white poem a frosty starry lyric of light It was one of those nights on which one might fall asleep and dream happy dreams of gardens of mirth and song feeling all the while through one's sleep the soft splendour and radiance of the white moon-world outside as one hears soft far-away music sounding through the thoughts and
